"subject","rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","responses","key_press","group","native","AOL","LearnType1","LearnType2","LearnType3","LearnType4","LearnType5","LearnType6","which","AOA","timespent","audiostim","audiogiven","pic_choices","leftpic","rightpic","correct","vowelcontrast","lge"
"fnoe","631.30000000075","pics/scaled/stiel_stuhl.jpg","NULL","image-keyboard-response",225,711882,"0.0-12.0-1.31","NULL","80","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","stuhl.wav","stuhl","stiel_stuhl","stiel","stuhl",1,"i/u","ns"
"fnoe","902.30000000075","pics/scaled/spielen_spulen.jpg","NULL","image-keyboard-response",227,714420,"0.0-12.0-1.32","NULL","80","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","spielen2.wav","spielen","spielen_spulen","spulen","spielen",1,"i/u","ns"
"fnoe","1001.3999999985","pics/scaled/schief_schiff.jpg","NULL","image-keyboard-response",231,720204,"0.0-12.0-1.34","NULL","80","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","schief.wav","schief","schief_schiff","schief","schiff",0,"i/I","ns"
"fnoe","989","pics/scaled/bluten_blueten.jpg","NULL","image-keyboard-response",233,722521,"0.0-12.0-1.35","NULL","80","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","blueten.wav","blueten","bluten_blueten","blueten","bluten",0,"y/u","ns"
"fnoe","NULL","pics/scaled/tier_tour.jpg","NULL","image-keyboard-response",235,728817,"0.0-12.0-1.36","NULL","NULL","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","tier.wav","tier","tier_tour","tier","tour",0,"i/u","ns"
"fnoe","3334.3000000007","pics/scaled/still_stiel.jpg","NULL","image-keyboard-response",237,733666,"0.0-12.0-1.37","NULL","80","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","stiel.wav","stiel","still_stiel","still","stiel",1,"i/I","ns"
"fnoe","3670.1999999993","pics/scaled/still_stiel.jpg","NULL","image-keyboard-response",241,741362,"0.0-12.0-1.39","NULL","81","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","still.wav","still","still_stiel","still","stiel",1,"i/I","ns"
"fnoe","3163.6999999993","pics/scaled/tuer_tour.jpg","NULL","image-keyboard-response",243,745763,"0.0-12.0-1.40","NULL","81","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","tuer.wav","tuer","tuer_tour","tour","tuer",0,"y/u","ns"
"fnoe","1209.1000000015","pics/scaled/spielen_spuelen.jpg","NULL","image-keyboard-response",247,753712,"0.0-12.0-1.42","NULL","80","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","spuelen2.wav","spuelen","spielen_spuelen","spielen","spuelen",1,"y/i","ns"
"fnoe","1587.4000000022","pics/scaled/stiel_stuhl.jpg","NULL","image-keyboard-response",253,766026,"0.0-12.0-1.45","NULL","80","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","stuhl.wav","stuhl","stiel_stuhl","stiel","stuhl",1,"i/u","ns"
"fnoe","1803.8999999985","pics/scaled/spulen_spuelen.jpg","NULL","image-keyboard-response",255,769447,"0.0-12.0-1.46","NULL","80","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","spuelen2.wav","spuelen","spulen_spuelen","spulen","spuelen",1,"y/u","ns"
"fnoe","4004.0999999978","pics/scaled/still_stiel.jpg","NULL","image-keyboard-response",257,775512,"0.0-12.0-1.47","NULL","81","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","stiel.wav","stiel","still_stiel","still","stiel",0,"i/I","ns"
"fnoe","NULL","pics/scaled/spulen_spuelen.jpg","NULL","image-keyboard-response",259,782152,"0.0-12.0-1.48","NULL","NULL","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","spulen.wav","spulen","spulen_spuelen","spulen","spuelen",0,"y/u","ns"
"fnoe","2376.3000000007","pics/scaled/tier_tour.jpg","NULL","image-keyboard-response",261,785785,"0.0-12.0-1.49","NULL","80","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","tour.wav","tour","tier_tour","tier","tour",1,"i/u","ns"
"fnoe","2227.6999999993","pics/scaled/kiel_kuehl.jpg","NULL","image-keyboard-response",263,789369,"0.0-12.0-1.50","NULL","80","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","kuehl.wav","kuehl","kiel_kuehl","kiel","kuehl",1,"y/i","ns"
"fnoe","1065.3999999985","pics/scaled/tier_tour.jpg","NULL","image-keyboard-response",267,795455,"0.0-12.0-1.52","NULL","80","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","tour.wav","tour","tier_tour","tier","tour",1,"i/u","ns"
"fnoe","2312.6999999993","pics/scaled/miete_mitte.jpg","NULL","image-keyboard-response",273,807439,"0.0-12.0-1.55","NULL","81","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","miete.wav","miete","miete_mitte","mitte","miete",0,"i/I","ns"
"fnoe","3599.3000000007","pics/scaled/tuer_tour.jpg","NULL","image-keyboard-response",275,812271,"0.0-12.0-1.56","NULL","80","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","tour.wav","tour","tuer_tour","tour","tuer",0,"y/u","ns"
"fnoe","966","pics/scaled/spielen_spuelen.jpg","NULL","image-keyboard-response",277,814854,"0.0-12.0-1.57","NULL","81","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","spielen.wav","spielen","spielen_spuelen","spielen","spuelen",1,"y/i","ns"
"fnoe","1757.5","pics/scaled/spielen_spulen.jpg","NULL","image-keyboard-response",279,818248,"0.0-12.0-1.58","NULL","81","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","spulen.wav","spulen","spielen_spulen","spulen","spielen",1,"i/u","ns"
"fnoe","614.59999999776","pics/scaled/spielen_spuelen.jpg","NULL","image-keyboard-response",281,820486,"0.0-12.0-1.59","NULL","80","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","spuelen2.wav","spuelen","spielen_spuelen","spielen","spuelen",1,"y/i","ns"
"fnoe","724.60000000149","pics/scaled/spielen_spulen.jpg","NULL","image-keyboard-response",283,822847,"0.0-12.0-1.60","NULL","81","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","spulen.wav","spulen","spielen_spulen","spulen","spielen",1,"i/u","ns"
"fnoe","2979.5","pics/scaled/bluten_blueten.jpg","NULL","image-keyboard-response",285,827160,"0.0-12.0-1.61","NULL","81","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","blueten.wav","blueten","bluten_blueten","blueten","bluten",1,"y/u","ns"
"fnoe","1507.3999999985","pics/scaled/bluten_blueten.jpg","NULL","image-keyboard-response",287,829998,"0.0-12.0-1.62","NULL","80","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","bluten.wav","bluten","bluten_blueten","blueten","bluten",1,"y/u","ns"
"fnoe","694.90000000224","pics/scaled/spielen_spulen.jpg","NULL","image-keyboard-response",291,834710,"0.0-12.0-1.64","NULL","80","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","spielen2.wav","spielen","spielen_spulen","spulen","spielen",1,"i/u","ns"
"fnoe","643.5","pics/scaled/spielen_spulen.jpg","NULL","image-keyboard-response",293,836989,"0.0-12.0-1.65","NULL","81","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","spulen.wav","spulen","spielen_spulen","spulen","spielen",1,"i/u","ns"
"fnoe","851.89999999851","pics/scaled/biene_buehne.png","NULL","image-keyboard-response",301,846270,"0.0-12.0-1.69","NULL","81","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","biene.wav","biene","biene_buehne","biene","buehne",1,"y/i","ns"
"fnoe","1635.8000000007","pics/scaled/spulen_spuelen.jpg","NULL","image-keyboard-response",307,854717,"0.0-12.0-1.72","NULL","81","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","spulen.wav","spulen","spulen_spuelen","spulen","spuelen",1,"y/u","ns"
"fnoe","2026","pics/scaled/biene_buehne.png","NULL","image-keyboard-response",309,858046,"0.0-12.0-1.73","NULL","80","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","buehne.wav","buehne","biene_buehne","biene","buehne",1,"y/i","ns"
"fnoe","601.10000000149","pics/scaled/spulen_spuelen.jpg","NULL","image-keyboard-response",315,865277,"0.0-12.0-1.76","NULL","80","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","spulen.wav","spulen","spulen_spuelen","spulen","spuelen",0,"y/u","ns"
"fnoe","611.70000000298","pics/scaled/spielen_spuelen.jpg","NULL","image-keyboard-response",325,877335,"0.0-12.0-1.81","NULL","81","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","spielen.wav","spielen","spielen_spuelen","spielen","spuelen",1,"y/i","ns"
"fnoe","1049.6000000015","pics/scaled/stiel_stuhl.jpg","NULL","image-keyboard-response",327,879901,"0.0-12.0-1.82","NULL","81","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","stiel.wav","stiel","stiel_stuhl","stiel","stuhl",1,"i/u","ns"
"fnoe","568.59999999776","pics/scaled/spielen_spuelen.jpg","NULL","image-keyboard-response",329,882087,"0.0-12.0-1.83","NULL","81","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","spielen.wav","spielen","spielen_spuelen","spielen","spuelen",1,"y/i","ns"
"fnoe","1830.3000000007","pics/scaled/still_stiel.jpg","NULL","image-keyboard-response",331,885428,"0.0-12.0-1.84","NULL","81","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","stiel.wav","stiel","still_stiel","still","stiel",0,"i/I","ns"
"fnoe","718.59999999776","pics/scaled/miete_mitte.jpg","NULL","image-keyboard-response",333,887544,"0.0-12.0-1.85","NULL","81","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","miete.wav","miete","miete_mitte","mitte","miete",0,"i/I","ns"
"fnoe","1404.3999999985","pics/scaled/miete_mitte.jpg","NULL","image-keyboard-response",335,890245,"0.0-12.0-1.86","NULL","81","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","mitte.wav","mitte","miete_mitte","mitte","miete",1,"i/I","ns"
"fnoe","1619.6999999993","pics/scaled/kiel_kuehl.jpg","NULL","image-keyboard-response",341,898743,"0.0-12.0-1.89","NULL","81","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","kiel.wav","kiel","kiel_kuehl","kiel","kuehl",1,"y/i","ns"
"fnoe","1809.6999999993","pics/scaled/bluten_blueten.jpg","NULL","image-keyboard-response",351,911892,"0.0-12.0-1.94","NULL","81","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","blueten.wav","blueten","bluten_blueten","blueten","bluten",1,"y/u","ns"
"fnoe","1554.799999997","pics/scaled/miete_mitte.jpg","NULL","image-keyboard-response",359,923216,"0.0-12.0-1.98","NULL","80","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","mitte.wav","mitte","miete_mitte","mitte","miete",0,"i/I","ns"
"fnoe","1238.6000000015","pics/scaled/kiel_kuehl.jpg","NULL","image-keyboard-response",361,925811,"0.0-12.0-1.99","NULL","80","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","kuehl.wav","kuehl","kiel_kuehl","kiel","kuehl",1,"y/i","ns"
"fnoe","1457.6999999993","pics/scaled/still_stiel.jpg","NULL","image-keyboard-response",365,931252,"0.0-12.0-1.101","NULL","80","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","still.wav","still","still_stiel","still","stiel",0,"i/I","ns"
"fnoe","1049.3999999985","pics/scaled/stiel_stuhl.jpg","NULL","image-keyboard-response",369,935883,"0.0-12.0-1.103","NULL","81","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","stiel.wav","stiel","stiel_stuhl","stiel","stuhl",1,"i/u","ns"
"fnoe","961.20000000298","pics/scaled/miete_mitte.jpg","NULL","image-keyboard-response",373,940195,"0.0-12.0-1.105","NULL","81","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","mitte.wav","mitte","miete_mitte","mitte","miete",1,"i/I","ns"
"fnoe","443.69999999925","pics/scaled/spielen_spulen.jpg","NULL","image-keyboard-response",375,942275,"0.0-12.0-1.106","NULL","80","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","spielen2.wav","spielen","spielen_spulen","spulen","spielen",1,"i/u","ns"
"fnoe","1681.9000000022","pics/scaled/schief_schiff.jpg","NULL","image-keyboard-response",377,945262,"0.0-12.0-1.107","NULL","80","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","schiff.wav","schiff","schief_schiff","schief","schiff",1,"i/I","ns"
"fnoe","788","pics/scaled/stiel_stuhl.jpg","NULL","image-keyboard-response",379,947563,"0.0-12.0-1.108","NULL","80","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","stuhl.wav","stuhl","stiel_stuhl","stiel","stuhl",1,"i/u","ns"
"fnoe","2323.5","pics/scaled/tuer_tour.jpg","NULL","image-keyboard-response",385,956610,"0.0-12.0-1.111","NULL","80","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","tuer.wav","tuer","tuer_tour","tour","tuer",1,"y/u","ns"
"fnoe","708.19999999925","pics/scaled/biene_buehne.png","NULL","image-keyboard-response",387,958619,"0.0-12.0-1.112","NULL","81","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","biene.wav","biene","biene_buehne","biene","buehne",1,"y/i","ns"
"fnoe","1710.3999999985","pics/scaled/tuer_tour.jpg","NULL","image-keyboard-response",391,964266,"0.0-12.0-1.114","NULL","81","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","tour.wav","tour","tuer_tour","tour","tuer",1,"y/u","ns"
"fnoe","600.80000000075","pics/scaled/kiel_kuehl.jpg","NULL","image-keyboard-response",393,966229,"0.0-12.0-1.115","NULL","81","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","kiel.wav","kiel","kiel_kuehl","kiel","kuehl",1,"y/i","ns"
"fnoe","3268.4000000022","pics/scaled/tuer_tour.jpg","NULL","image-keyboard-response",395,970731,"0.0-12.0-1.116","NULL","81","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","tuer.wav","tuer","tuer_tour","tour","tuer",0,"y/u","ns"
"fnoe","865","pics/scaled/spulen_spuelen.jpg","NULL","image-keyboard-response",397,973220,"0.0-12.0-1.117","NULL","81","Nein","Spanisch, Englisch","24","classeshome","selflearn","lgeschool",NA,"classesabroad",NA,"Deutschkurs in einem deutschsprachigen Land","27","Ich wohne seit 2 Monaten in Deutschland","spuelen2.wav","spuelen","spulen_spuelen","spulen","spuelen",0,"y/u","ns"
